label	text1	text2
1	Indians Mount Charge . The Cleveland Indians pulled within one game of the AL Central lead by beating the Minnesota Twins , 7 - 1 , Saturday night with home runs by Travis Hafner and Victor Martinez .	
0	Sister of man who died in Vancouver police custody slams chief ( Canadian Press ) . Canadian Press - VANCOUVER ( CP ) - The sister of a man who died after a violent confrontation with police has demanded the city 's chief constable resign for defending the officer involved .	
0	Venezuela Prepares for Chavez Recall Vote . Supporters and rivals warn of possible fraud ; government says Chavez 's defeat could produce turmoil in world oil market .	
0	1994 Law Designed to Preserve Guard Jobs ( AP ) . AP - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty . Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act ( USERRA ) .	
0	Iran Warns Its Missiles Can Hit Anywhere in Israel . TEHRAN ( Reuters ) - A senior Iranian military official said Sunday Israel and the United States would not dare attack Iran since it could strike back anywhere in Israel with its latest missiles , news agencies reported .	
0	Afghan Army Dispatched to Calm Violence . KABUL , Afghanistan - Government troops intervened in Afghanistan 's latest outbreak of deadly fighting between warlords , flying from the capital to the far west on U . S . and NATO airplanes to retake an air base contested in the violence , officials said Sunday ...	
1	Johnson Helps D - Backs End Nine - Game Slide ( AP ) . AP - Randy Johnson took a four - hitter into the ninth inning to help the Arizona Diamondbacks end a nine - game losing streak Sunday , beating Steve Trachsel and the New York Mets 2 - 0 .	
2	Retailers Vie for Back - To-School Buyers ( Reuters ) . Reuters - Apparel retailers are hoping their back - to-school fashions will make the grade among style - conscious teens and young adults this fall , but it could be a tough sell , with students and parents keeping a tighter hold on their wallets .	
0	Politics an Afterthought Amid Hurricane ( AP ) . AP - If Hurricane Charley had struck three years ago , President Bush 's tour through the wreckage of this coastal city would have been just the sort of post - disaster visit that other presidents have made to the scenes of storms , earthquakes , floods and fires .	
1	Drew Out of Braves ' Lineup After Injury ( AP ) . AP - Outfielder J . D . Drew missed the Atlanta Braves ' game against the St . Louis Cardinals on Sunday night with a sore right quadriceps .	
0	Venezuelans Flood Polls , Voting Extended . CARACAS , Venezuela ( Reuters ) - Venezuelans voted in huge numbers on Sunday in a historic referendum on whether to recall left - wing President Hugo Chavez and electoral authorities prolonged voting well into the night .	
0	China Says Taiwan Spy Also Operated in U . S . - Media . BEIJING ( Reuters ) - Beijing on Monday accused a Chinese - American arrested for spying for Taiwan of building an espionage network in the United States , and said he could go on trial very soon .	
1	Another Major Non - Factor . Another major , another disappointment for Tiger Woods , the No . 1 ranked player in the world who has not won a major championship since his triumph at the 2002 U . S . Open .	
0	US fighter squadron to be deployed in South Korea next month ( AFP ) . AFP - A squadron of US Air Force F - 15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at enhancing US firepower on the Korean peninsula , US authorities said .	
1	Johnson Back to His Best as D - Backs End Streak . NEW YORK ( Reuters ) - Randy Johnson struck out 14 batters in 8 1 / 3 innings to help the Arizona Diamondbacks end a nine - game losing streak with a 2 - 0 win over the host New York Mets in the National League Sunday .	
0	Restive Maldives eases curfew after rounding up dissidents ( AFP ) . AFP - A curfew in the capital of the Maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week 's riots , officials and residents said .	
3	Vodafone hires Citi for Cesky bid ( TheDeal . com ) . TheDeal . com - The U . K . mobile giant wants to find a way to disentagle the Czech wireless and fixed - line businesses .	
3	Promoting a Shared Vision . As Michael Kaleko kept running into people who were getting older and having more vision problems , he realized he could do something about it .	
0	India 's Tata expands regional footprint via NatSteel buyout ( AFP ) . AFP - India 's Tata Iron and Steel Company Ltd . took a strategic step to expand its Asian footprint with the announcement it will buy the Asia - Pacific steel operations of Singapore 's NatSteel Ltd .	
0	Delegates Urge Cleric to Pull Out of Najaf . BAGHDAD , Iraq - Delegates at Iraq 's National Conference called on radical Shiite cleric Muqtada al - Sadr to abandon his uprising against U . S . and Iraqi troops and pull his fighters out of a holy shrine in Najaf ...	
2	Treasuries Slip as Stocks Rally . NEW YORK ( Reuters ) - U . S . Treasury debt prices slipped on Monday , though traders characterized the move as profit - taking rather than any fundamental change in sentiment .	
2	Dollar Rises Vs Euro on Asset Flows Data . NEW YORK ( Reuters ) - The dollar extended gains against the euro on Monday after a report on flows into U . S . assets showed enough of a rise in foreign investments to offset the current account gap for the month .	
1	Sutton Adds Haas , Cink to Ryder Cup Team . MILWAUKEE ( Sports Network ) - U . S . Ryder Cup captain Hal Sutton finalized his team on Monday when he announced the selections of Jay Haas and Stewart Cink as his captain 's picks .	
1	Haas and Cink Selected for Ryder Cup Team . Jay Haas joined Stewart Cink as the two captain 's picks for a U . S . team that will try to regain the cup from Europe next month .	
3	Oracle Overhauls Sales - Side Apps for CRM Suite ( NewsFactor ) . NewsFactor - Oracle ( Nasdaq : ORCL ) has revamped its sales - side CRM applications in version 11i . 10 of its sales , marketing , partner relationship management and e - commerce application .	
0	UN launches 210 - million-dollar appeal for flood - hit Bangladesh ( AFP ) . AFP - The United Nations launched an appeal here for 210 million dollars to help flood victims facing grave food shortages after two - thirds of Bangladesh was submerged , destroying crops and killing more than 700 people .	
3	Indian state rolls out wireless broadband . Government in South Indian state of Kerala sets up wireless kiosks as part of initiative to bridge digital divide .	
0	Hurricane Survivors Wait for Water , Gas . PUNTA GORDA , Fla . - Urban rescue teams , insurance adjusters and National Guard troops scattered across Florida Monday to help victims of Hurricane Charley and deliver water and other supplies to thousands of people left homeless ...	
0	Jackson Squares Off With Prosecutor . SANTA MARIA , Calif . - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double - decker tour bus and went into court for a showdown with the prosecutor who has pursued him for years on child molestation charges ...	
1	Bobcats Trade Drobnjak to Hawks for Pick ( AP ) . AP - The Charlotte Bobcats traded center Predrag Drobnjak to the Atlanta Hawks on Monday for a second round pick in the 2005 NBA draft .	
0	Suspect charged in abduction , sexual assault of 11 - year-old girl ( Canadian Press ) . Canadian Press - LANGLEY , B . C . ( CP ) - Police have arrested a man in the kidnapping and sexual assault of an 11 - year-old girl that frightened this suburban Vancouver community last week .	
3	China 's Red Flag Linux to focus on enterprise . Red Flag Software Co . , the company behind China 's leading Linux client distribution , plans to focus more on its server operating system and enterprise customers , the company 's acting president said .	
3	Cassini Spies Two Little Saturn Moons ( AP ) . AP - NASA 's Cassini spacecraft has spied two new little moons around satellite - rich Saturn , the space agency said Monday .	
0	On front line of AIDS in Russia . An industrial city northwest of Moscow struggles as AIDS hits a broader population .	
3	Nobel Laureate Decries Stem Cell Limits ( AP ) . AP - A Nobel laureate in medicine said Monday the Bush administration 's limits on funding for embryonic stem cell research effectively have stopped the clock on American scientists ' efforts to develop treatments for a host of chronic , debilitating diseases .	
1	Jury Can Hear of Kobe Accuser 's Sex Life ( AP ) . AP - Prosecutors suffered another setback Monday in the Kobe Bryant sexual assault case , losing a last - ditch attempt to keep the NBA star 's lawyers from telling jurors about the alleged victim 's sex life .	
0	North Korea Talks Still On , China Tells Downer ( Reuters ) . Reuters - China has said no date has been set for working - level talks on the North Korean nuclear crisis and gave no indication that the meeting has been canceled , Australian Foreign Minister Alexander Downer said on Tuesday .	
1	Griffin to Anchor D - Line . The Redskins expect huge things from 300 - pound Cornelius Griffin , who was signed to aid the team 's weakest unit - the defensive line .	
0	Last American defector in North Korea agrees to tell story ( AFP ) . AFP - The last surviving American defector to communist North Korea wants to tell his story to put a human face on the Stalinist state which he believes is unfairly vilified abroad , British film - makers said .	
0	Live : Olympics day four . Richard Faulds and Stephen Parry are going for gold for Great Britain on day four in Athens .	
0	Kerry Widens Lead in California , Poll Finds ( Reuters ) . Reuters - Democratic challenger John Kerry has a commanding lead over President Bush in California of 54 percent to 38 percent among likely voters , a poll released on Tuesday found .	
1	Capacity Crowds at Beach Volleyball Rock the Joint . ATHENS ( Reuters ) - At the beach volleyball , the 2004 Olympics is a sell - out , foot - stomping success .	
2	Dollar Near Recent Lows , Awaits ZEW / CPI . LONDON ( Reuters ) - The dollar held steady near this week 's four - week low against the euro on Tuesday with investors awaiting a German investor confidence survey and U . S . consumer inflation numbers to shed light on the direction .	
0	Venezuela vote keeps Chavez as president . CARACAS -- Venezuelans voted resoundingly to keep firebrand populist Hugo Chavez as their president in a victory that drew noisy reactions yesterday from both sides in the streets . International observers certified the results as clean and accurate .	
0	Jailing of HK democrat in China ' politically motivated ' ( AFP ) . AFP - Hong Kong democrats accused China of jailing one of their members on trumped - up prostitution charges in a bid to disgrace a political movement Beijing has been feuding with for seven years .	
0	Fischer 's Fiancee : Marriage Plans Genuine ( AP ) . AP - Former chess champion Bobby Fischer 's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States , his fiancee and one of his supporters said Tuesday .	
3	Consumers Would Pay In Phone Proposal . A proposal backed by a coalition of telephone carriers would cut billions of dollars in fees owed by long - distance companies to regional phone giants but would allow the regional companies to make up some of the difference by raising monthly phone bills for millions of consumers . -The Washington Post	
0	U . S . Brokers Cease - fire in Western Afghanistan . KABUL ( Reuters ) - The United States has brokered a cease - fire between a renegade Afghan militia leader and the embattled governor of the western province of Herat , Washington 's envoy to Kabul said Tuesday .	
2	Sneaky Credit Card Tactics . Keep an eye on your credit card issuers -- they may be about to raise your rates .	
3	Intel Delays Launch of Projection TV Chip . In another product postponement , semiconductor giant Intel Corp . said it won 't be offering a chip for projection TVs by the end of 2004 as it had announced earlier this year .	
2	Fund pessimism grows . NEW YORK ( CNN / Money ) - Money managers are growing more pessimistic about the economy , corporate profits and US stock market returns , according to a monthly survey by Merrill Lynch released Tuesday .	
1	Kederis proclaims innocence . Olympic champion Kostas Kederis today left hospital ahead of his date with IOC inquisitors claiming his innocence and vowing : quot ; After the crucifixion comes the resurrection . quot ; ...	
1	Eriksson doesn # 39 ; t feel any extra pressure following scandal . NEWCASTLE , England ( AP ) - England coach Sven - Goran Eriksson said Tuesday he isn # 39 ; t under any extra pressure in the aftermath of a scandal that damaged the Football Association # 39 ; s reputation .	
1	Injured Heskey to miss England friendly . NEWCASTLE , England ( AP ) - Striker Emile Heskey has pulled out of the England squad ahead of Wednesday # 39 ; s friendly against Ukraine because of a tight hamstring , the Football Association said Tuesday .	
0	Delegation Is Delayed Before Reaching Najaf . AGHDAD , Iraq , Aug . 17 A delegation of Iraqis was delayed for security reasons today but still intended to visit Najaf to try to convince a rebellious Shiite cleric and his militia to evacuate a shrine in the holy city and end ...	
2	Consumer Prices Down , Industry Output Up . WASHINGTON ( Reuters ) - U . S . consumer prices dropped in July for the first time in eight months as a sharp run up in energy costs reversed , the government said in a report that suggested a slow rate of interest rate hikes is likely .	
1	Olympic history for India , UAE . An Indian army major shot his way to his country # 39 ; s first ever individual Olympic silver medal on Tuesday , while in the same event an member of Dubai # 39 ; s ruling family became the first ever medallist from the United Arab Emirates .	
2	Home Depot Likes High Oil . Rising fuel prices , a bugbear for most of the retail sector , are helping Home Depot ( HD : NYSE - news - research ) , the remodeling giant that reported a surge in second - quarter earnings Tuesday and guided the rest of the year higher .	
3	China cracks down on quot ; phone sex quot ; services . BEIJING , Aug . 17 ( Xinhuanet ) -- China is carrying out a nationwide campaign to crack down on quot ; phone sex quot ; services , paralleling another sweeping operation against Internet pornography , Minister of Information Industry Wang Xudong said here Tuesday .	
0	Mr Downer shoots his mouth off . Just what Alexander Downer was thinking when he declared on radio last Friday that quot ; they could fire a missile from North Korea to Sydney quot ; is unclear . The provocative remark , just days before his arrival yesterday on his second visit to the North Korean ...	
1	Edwards Banned from Games - Source . ATHENS ( Reuters ) - World 100 meters champion Torri Edwards will miss the Athens Olympics after her appeal against a two - year drugs ban was dismissed on Tuesday , a source told Reuters .	
1	Iliadis , Tanimoto win judo golds . Ilias Iliadis of Greece thrilled the home crowd Tuesday , beating Roman Gontyuk of Ukraine to win the gold medal in the 81 - kilogram class .	
0	Sudan vows to restore order to Darfur but calls for African peacekeepers ( AFP ) . AFP - Sudan will take the lead in restoring order to its rebellious Darfur region but needs the support of African peacekeepers and humanitarian aid , Foreign Minister Mustafa Osman Ismail said .	
3	TGn Sync Proposes New WLAN Standard . The battle over home entertainment networking is heating up as a coalition proposes yet another standard for the IEEE # 39 ; s consideration .	
2	Yahoo ! Ups Ante for Small Businesses . Web giant Yahoo ! is gambling that price cuts on its domain name registration and Web hosting products will make it more competitive with discounters in the space -- which means that small businesses looking to move online get a sweeter deal through ...	
3	IBM Buys Two Danish Services Firms . IBM said Tuesday it has acquired a pair of Danish IT services firms as part of its effort to broaden its presence in Scandinavia . As a result of the moves , IBM will add about 3 , 700 IT staffers to its global head count . Financial terms of ...	
3	Motorola and HP in Linux tie - up . Motorola plans to sell mobile phone network equipment that uses Linux - based code , a step forward in network gear makers # 39 ; efforts to rally around a standard .	
3	Microsoft Pushes Off SP2 Release . Microsoft will delay the release of its SP2 update for another week to fix software glitches . But not everyone is quite so eager to install the SP2 update for Windows XP . In fact , many companies have demanded the ability to prevent their ...	
3	Cassini Space Probe Spots Two New Saturn Moons ( Reuters ) . Reuters - Two new moons were spotted around Saturn by the Cassini space probe , raising the total to 33 moons for the ringed planet , NASA said on Monday .	
1	Buckeyes have lots to replace but are brimming with optimism . There are remarkable similarities between the 2004 Ohio State Buckeyes and those that won the national championship just two years ago .	
3	IBM adds midrange server to eServer lineup . The new IBM Power5 eServer i5 550 also features higher performance and new virtualization capabilities that allow it to run multiple operating systems at once on separate partitions .	
2	Mills Grabs $ 1B Portfolio ; Taubman Likely to Lose Contracts . Mills Corp . agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management Corp . for just over $ 1 billion , creating a new joint venture between the groups . The deal will extend ...	
1	Women stumble to silver . ATHENS -- The mistakes were so minor . Carly Patterson # 39 ; s foot scraping the lower of the uneven bars . Courtney Kupets # 39 ; tumbling pass that ended here instead of there . Mohini Bhardwaj # 39 ; s slight stumble on the beam .	
1	Notable quotes Tuesday at the Athens Olympics . quot ; It hurt like hell . I could see ( Thorpe ) coming up . But when I was breathing , I saw my team going crazy -- and that really kept me going . quot ; ...	
3	AMD Ships Notebook Chips . It wasn # 39 ; t the first to go small , and it won # 39 ; t be the biggest producer , but AMD # 39 ; s ( Quote , Chart ) 64 - bit 90 - nanometer ( nm ) chips are expected to make waves in the semiconductor pool .	
0	UK charges 8 in terror plot linked to alert in US . LONDON , AUGUST 17 : Britain charged eight terror suspects on Tuesday with conspiracy to commit murder and said one had plans that could be used in striking US buildings that were the focus of security scares this month .	
2	SUVs : Live And Let Die . NEW YORK - The newly released traffic crash fatality data have something for everyone in the debate about the safety of sport utility vehicles .	
1	Security scare as intruder dives in . A CANADIAN husband # 39 ; s love for his wife has led to a tightening of security at all Olympic venues in Athens .	
1	Team USA barely wins , but struggles not all players # 39 ; fault . Now that everybody in and around USA Basketball has breathed a huge sigh of relief , let # 39 ; s not get carried away .	
0	Peace delegation leaves Najaf empty - handed as fighting continues . BAGHDAD , Iraq - A national political conference # 39 ; s bid to end the fighting in the Shiite Muslim holy city of Najaf appeared to have failed Tuesday .	
0	Georgian president calls for international conference on South Ossetia . TBILISI , Georgia Georgian President Mikhail Saakashvili appealed to world leaders Tuesday to convene an international conference on the conflict in breakaway South Ossetia , where daily exchanges of gunfire threaten to spark ...	
0	Shelling , shooting resumes in breakaway Georgian region ( AFP ) . AFP - Georgian and South Ossetian forces overnight accused each other of trying to storm the other side 's positions in Georgia 's breakaway region of South Ossetia , as four Georgian soldiers were reported to be wounded .	
1	Youkilis , McCarty placed on 15 - day disabled list . BOSTON -- It was another busy day on the medical front for the Red Sox , as a series of roster moves were announced prior to Tuesday night # 39 ; s game against the Blue Jays .	
0	Kerry - Kerrey Confusion Trips Up Campaign ( AP ) . AP - John Kerry , Bob Kerrey . It 's easy to get confused .	
1	Former Florida Swimming Coach Dies at 83 ( AP ) . AP - William H . Harlan , the retired University of Florida swimming coach who led the Gators to eight conference titles , died Tuesday , school officials said . He was 83 .	
0	Schrder adopts Russian orphan . Three - year-old Victoria , from St Petersburg , has been living at the Schrders # 39 ; family home in Hanover in northern Germany for several weeks .	
1	United Arab Emirates trap shooter secures nation # 39 ; s first Olympic gold . Sheik Ahmed bin Hashr Al - Maktoum earned the first - ever Olympic medal for the United Arab Emirates when he took home the gold medal in men # 39 ; s double trap shooting on Tuesday in Athens .	
0	Sharon orders 1 , 000 homes in West Bank . Israel announced plans for 1 , 000 houses in the West Bank yesterday , accelerating the expansion of the settlements .	
1	So . Cal Player Investigated in Sex Assault ( AP ) . AP - At least one member of the top - ranked Southern California football team is under investigation for sexual assault , the Los Angeles Police Department said Tuesday .	
0	Bush Promotes His Plan for Missile Defense System . President Bush , in Pennsylvania , said that opponents of a missile defense system were putting the nation 's security at risk .	
1	China Sighs in Relief as Yao Scores High . BEIJING ( Reuters ) - China breathed a measured sigh of relief after the skills of its basketball giant Yao Ming dwarfed New Zealand to sweep his team nearer to their goal of reaching the Athens Olympics semi - finals .	
0	Israelis OK new homes in West Bank . A leaked Israeli plan to build 1 , 000 new Jewish settler homes in the West Bank yesterday sent Bush administration officials scrambling for a response in the sensitive period before November # 39 ; s presidential election .	
0	Britain accuses 8 of terror plot . LONDON - British police charged eight terrorist suspects yesterday with conspiring to commit murder and use radioactive materials , toxic gases , chemicals or explosives to cause quot ; fear or injury . quot ; ...	
0	Israel kills 5 in strike at Hamas activist . Islamic group # 39 ; s armed wing , the Izz el - Deen al - Qassam Brigades . Doctors said he suffered leg wounds .	
1	Zambrano Out Early ; So Are Mets . ENVER , Aug . 17 - Victor Zambrano came to the Mets with radical movement on his pitches , fixable flaws in his delivery and a curious sore spot lingering around his right elbow .	
2	Dollar Stuck , CPI Offers Little Direction . TOKYO ( Reuters ) - The dollar moved in tight ranges on Wednesday as most investors shrugged off lower - than-expected U . S . inflation data and stuck to the view the U . S . Federal Reserve would continue raising rates .	
1	St . Louis Cardinals News . Right - hander Matt Morris threw seven solid innings , but the Cardinals needed a bases - loaded walk to second baseman Tony Womack and a grand slam from new right fielder Larry Walker to key a six - run eighth inning for a ...	
1	Greek sprinters arrive at IOC hearing . ATHENS ( Reuters ) - Greek sprinters Costas Kenteris and Katerina Thanou have arrived at an Athens hotel for an International Olympic Committee ( IOC ) hearing into their missed doped tests , a saga that has shamed and angered the Olympic host ...	
1	Flop in the ninth inning sinks Jays . BOSTON -- The Toronto Blue Jays have had worse hitting games this season against lesser pitchers than Pedro Martinez .	
0	Fresh Fighting Shatters Short - Lived Ceasefire Deal . Renewed clashes in South Ossetia , which resulted in death of two Georgian soldiers , erupted late on August 17 , several hours after the South Ossetian and Georgian officials agreed on ceasefire . As a result Tbilisi has already announced that it will not ...	
1	Hamm hopes to get on a roll . Paul Hamm takes another shot at history tonight , when he 'll try to become the first American to win the Olympic men 's all - around in gymnastics .	
0	Karzai Promises Afghans Security for Election ( Reuters ) . Reuters - Afghanistan 's President Hamid Karzai promised Afghans greater security when they go to vote in the country 's first ever democratic election during an independence day speech on Wednesday .	
0	Future Doctors , Crossing Borders . Students at the Mount Sinai School of Medicine learn that diet and culture shape health in East Harlem .	
2	Oil Sets New Record $ 47 on Iraq Threat . LONDON ( Reuters ) - Oil prices surged to a new high of $ 47 a barrel on Wednesday after a new threat by rebel militia against Iraqi oil facilities and as the United States said inflation had stayed in check despite rising energy costs .	
1	Greek sprinters quit to end Games scandal . ATHENS ( Reuters ) - Greece # 39 ; s two top athletes have pulled out of the Athens Olympics and apologised to the Greek people for a scandal over missed dope tests that has tarnished the Games # 39 ; return to their birthplace .	
1	Phelps Eyes Fourth Gold . ATHENS ( Reuters ) - A weary Michael Phelps targeted his fourth Olympic gold medal in Athens , turning his attention on Wednesday to the 200 meters individual medley and settling for the second - fastest overall time in the heats .	
0	Israel Kills 5 in Attempt to Assassinate Hamas Man . GAZA ( Reuters ) - A senior Hamas leader survived an Israeli assassination attempt in the Gaza Strip Wednesday but at least five other Palestinians were killed in the explosion that tore through his home .	
1	Giants win 6th straight , but Schmidt is injured . SAN FRANCISCO -- With the first doubleheader at SBC Park set to go off , today already stood to be a long workday for the Giants . It will come on the heels of an even longer night .	
2	SEC may put end to quid pro quo ( USATODAY . com ) . USATODAY . com - The Securities and Exchange Commission is expected to vote Wednesday to prohibit mutual fund companies from funneling stock trades to brokerage firms that agree to promote their funds to investors .	
3	Real targets iPod with download price cut . RealNetworks has kicked off what it claims is the biggest online music sale in history . For a limited time , every song in the firm # 39 ; s RealPlayer Music Store can be downloaded for 49 cents , with most albums available for $ 4 . 99 .	
0	Philippine Rebels Free Troops , Talks in Doubt . PRESENTACION , Philippines ( Reuters ) - Philippine communist rebels freed Wednesday two soldiers they had held as prisoners of war for more than five months , saying they wanted to rebuild confidence in peace talks with the government .	
0	British Terror Suspects Make First Court Appearance . LONDON ( Reuters ) - British terror suspects charged in a plot linked to security alerts at financial targets in New York , New Jersey and Washington made their first court appearance Wednesday inside a high security prison .	
2	Monsanto Says Justice Dept Closes Inquiry . NEW YORK ( Reuters ) - Monsanto Co . MON . N on Wednesday said the U . S . Justice Department has closed an inquiry into potential antitrust issues regarding a key ingredient used in its Roundup herbicide .	
2	Cox Communications forms committee to advise on buyout . Cox Communications Inc . # 39 ; s board of directors has formed a special committee of independent directors to consider Cox Enterprises Inc . # 39 ; s proposal to take the company private in a $ 8 billion stock buyout .	
1	Afghan women make brief Olympic debut . Afghan women made a short - lived debut in the Olympic Games on Wednesday as 18 - year-old judo wildcard Friba Razayee was defeated after 45 seconds of her first match in the under - 70kg middleweight .	
0	North Korea peace efforts in peril . THE international effort to end the North Korean nuclear crisis appears at risk of unravelling , despite Foreign Minister Alexander Downer # 39 ; s high - profile mission to the secretive Stalinist state .	
3	Cops Test Handheld Fingerprint Reader . Several Minnesota police departments are field testing a handheld device that scans a suspect 's fingerprint and digitally checks it against Minnesota 's criminal history and fingerprint database .	
2	Ross Stores Profit Plummets 40 Percent ( AP ) . AP - Discount retailer Ross Stores Inc . Wednesday said its profit fell about 40 percent in the latest quarter due to problems with a new computer system that limited the company 's ability to respond to changes in customer demand .	
0	Rebel threat on the roads leaves Katmandu isolated . KATMANDU , Nepal The Nepali capital was largely cut off from the rest of the country on Wednesday after Maoist rebels threatened to attack any vehicles traveling on main roads , in a virtual blockade of Katmandu to press their demands for the release of ...	
3	Sun postpones September user show . Sun Microsystems Inc . has decided to postpone its September SunNetwork 2004 San Francisco user conference , and is contemplating merging the event with its JavaOne 2005 developer conference , scheduled for the end of June 2005 .	
1	Olympics : Emotional Zijlaard - van Moorsel defends time trial title . ATHENS : Dutch cycling great Leontien Zijlaard - van Moorsel emotionally defended her Olympic time trial gold medal here .	
3	Oracle launches Business Integlligence 10g . Oracle introduced a new BI platform yesterday , Business Intelligence 10g that rolls up into one solution all of their BI tools . However , more interesting than the nitty - gritty details of what is included is the back story taking place at the same time .	
1	Dutch cyclist defends Olympic gold . AMSTERDAM Cyclist Leontien Zijlaard - Van Moorsel won the first gold medal for the Netherlands at the Athens Olympic Games on Wednesday .	
2	Kroger 's Profit Up ; Price Cuts Weigh . NEW YORK ( Reuters ) - Kroger Co . , the top U . S . grocer , on Tuesday posted a 29 percent rise in quarterly profit due to cost controls , but price cuts to lure shoppers caused earnings to miss Wall Street estimates and shares fell .	
1	Expanding West . Major League Soccer 's two expansion teams , Real Salt Lake and Club Deportivo Chivas USA , will join the Western Conference for the 2005 season .	
1	Pacers Activate Foster From Injured List ( AP ) . AP - The Indiana Pacers activated center Jeff Foster from the injured list Tuesday .	
3	Microsoft finalises three - year government deal . Hot on the heels of its 10 - year strategic partnership with the London Borough of Newham , Microsoft is close to signing a new broad three - year public sector agreement with the government .	
0	Russia ready to contribute to settlement of South Ossetia conflict : Putin . MOSCOW , Aug . 18 ( Xinhuanet ) -- Russian President Vladimir Putin said Wednesday that Russia is ready to contribute to a settlement of conflict between Georgia and its separatist province of South Ossetia .	
3	NASA confident of debris solution . Six months before NASA plans to return the shuttle to space , officials think they # 39 ; ve essentially solved the problem that doomed Columbia in 2003 -- debris coming off its fuel	
